46.36557644,10.68980144
45.78708788,11.10965201
46.21042801,11.0921005
46.01234984,11.05432923
46.41763629,11.19689598
46.29667038,11.78638521
45.87827689,11.15047208
46.38939544,11.11918325
45.73749316,11.06536632
45.76602599,11.13487455
46.05167378,11.4499184
45.88268009,10.88240377
46.0398794,10.73054304
46.38233379,11.664014
46.00945193,11.30438848
46.11426662,11.49387705
46.07979681,11.55654828
46.26011695,11.79504191
46.14838623,11.73420075
45.93681563,11.25225491
46.31209848,10.79530118
46.33709069,11.79921088
46.10563627,11.30171811
45.96652704,11.09119875
45.89477711,11.04344042
45.85430651,10.92987178
46.03074732,10.64001544
46.05780852,10.7511539
45.86257115,10.64557497
46.21857918,11.0461263
45.78024405,10.94673807
46.28347332,11.45114294
46.29654411,11.59768025
46.35986146,11.03935846
45.92126248,10.89040963
45.98369223,10.98047961
46.05120993,11.23981349
46.21794305,11.59351534
46.19236764,11.90636045
46.42130671,10.69882314
46.40309685,11.61292234
46.13863768,11.25166893
46.16829451,10.72672941
46.02113488,10.70763387
46.10492244,10.93748756
46.06449701,10.98038118
45.89546372,10.7185621
46.36267188,10.67512802
