Date,S1,S2,S3,S4,S5,S6,S7
1991-11-19,-0.05,2.6375,4.175,-1.029166667,-1.2125,-2.483333333,2.345833333
1991-11-20,0.6625,3.408333333,4.766666667,0.3,0.125,-1.308333333,3.116666667
1991-11-21,0.729166667,3.25,5.995833333,0.004166667,-0.083333333,-2.816666667,2.779166667
1991-11-22,1.15,3.954166667,7.095833333,-0.191666667,0.033333333,-2.258333333,3.391666667
1991-11-23,0.754166667,4.375,6.483333333,-0.566666667,0.175,-2.879166667,3.5625
1991-11-24,0.570833333,3.6125,6.483333333,0.295833333,-0.075,-3,3.766666667
1991-11-25,1.808333333,5.166666667,6.020833333,0.770833333,1.341666667,-0.733333333,4.220833333
1991-11-26,0.7125,4.291666667,4.070833333,0.608333333,0.183333333,0.733333333,3.733333333
1991-11-27,1.158333333,3.6125,2.908333333,1.5125,0.420833333,0.870833333,3.4375
1991-11-28,1.758333333,3.766666667,2.654166667,2.508333333,0.983333333,2.1375,3.733333333
1991-11-29,2.5375,4.433333333,2.633333333,3.366666667,1.841666667,1.766666667,4.629166667
1991-11-30,1.55,3.270833333,2.3125,0.991666667,1.008333333,0.675,3.066666667
1991-12-01,-0.320833333,1.433333333,0.883333333,0.408333333,-0.370833333,0.1875,1.2625
1991-12-02,-1.9875,-0.441666667,-0.8875,-2.0375,-2.516666667,-0.941666667,-0.9375
1991-12-03,0.120833333,0.875,-0.866666667,0.483333333,-0.4875,0.541666667,1.229166667
1991-12-04,0.683333333,1.475,-0.7125,0.691666667,0.079166667,0.616666667,1.845833333
1991-12-05,-0.025,1.595833333,-0.341666667,0.616666667,0.658333333,-2.029166667,1.816666667
1991-12-06,-5.591666667,-0.129166667,0.8625,-5.8,-4.675,-11.31666667,0.225
1991-12-07,-3.958333333,0.75,0.7875,-3.516666667,-1.841666667,-8.104166667,0.195833333
1991-12-08,-4.029166667,0.120833333,-0.358333333,-3.220833333,-2.558333333,-8.416666667,-0.304166667
1991-12-09,-6.308333333,-2.841666667,-2.383333333,-7.266666667,-6.4875,-10.27083333,-4.133333333
1991-12-10,-8.070833333,-5.479166667,-4.033333333,-9.158333333,-8.65,-9.604166667,-6.170833333
1991-12-11,-7.720833333,-6.004166667,-4.925,-7.8,-7.816666667,-8.429166667,-6.120833333
1991-12-12,-2.8625,-2.5625,-3.833333333,-2.183333333,-3.1625,-3.8125,-2.020833333
1991-12-13,-0.245833333,-0.025,-2.783333333,-1.120833333,-1.370833333,-0.470833333,0.645833333
1991-12-14,0.179166667,1.675,-1.975,0.691666667,-0.475,-3.70E-17,2.179166667
1991-12-15,-0.608333333,1.404166667,-1.9875,-0.279166667,-0.7375,-1.083333333,1.695833333
1991-12-16,-1.5,0.466666667,-2.679166667,-2.104166667,-1.804166667,-2.6,0.379166667
1991-12-17,-2.170833333,-0.25,-3.075,-3.216666667,-2.8,-3.133333333,-0.579166667
1991-12-18,-2.291666667,-0.933333333,-1.829166667,-3.120833333,-2.891666667,-5.254166667,-0.575
1991-12-19,-2.0125,0.279166667,0.879166667,-2.8875,-2.75,-5.2375,0.0625
1991-12-20,-2.054166667,-0.0875,1.7125,-3.745833333,-2.995833333,-5.7875,-0.858333333
1991-12-21,-3.795833333,-0.633333333,0.004166667,-5.825,-5.354166667,-8.808333333,-1.354166667
1991-12-22,2.441666667,3.2375,2.279166667,3.508333333,0.033333333,-0.654166667,3.816666667
1991-12-23,4.45,4.491666667,2.55,6.029166667,2.6875,4.175,4.658333333
1991-12-24,2.870833333,4.0125,3.125,0.883333333,0.5,-3.4,3.933333333
1991-12-25,-0.920833333,2.804166667,2.725,-3.825,-3,-9.0625,1.554166667
1991-12-26,-2.4125,-1.3375,0.629166667,-3.704166667,-3.175,-5.770833333,-1.820833333
1991-12-27,2.575,3.441666667,3.179166667,-1.254166667,0.65,-6.533333333,3.733333333
1991-12-28,-1.754166667,2.341666667,2.966666667,-2.816666667,-2.554166667,-8.354166667,1.266666667
1991-12-29,-3.041666667,-0.8375,-1.166666667,-1.929166667,-3.304166667,-2.9375,-1.291666667
1991-12-30,1.579166667,3.041666667,0.5375,4.204166667,1.9875,-0.766666667,3.991666667
1991-12-31,0.4,3.891666667,1.725,2.808333333,1.279166667,-2.808333333,3.779166667
1992-01-01,-0.554166667,0.5625,-1.504166667,0.6125,-0.433333333,-0.591666667,0.3625
1992-01-02,2.266666667,1.954166667,-1.4875,4.370833333,2.245833333,3.016666667,2.795833333
1992-01-03,1.0625,0.491666667,-2.433333333,2.545833333,0.6875,4.191666667,0.8875
1992-01-04,-2.6375,-1.754166667,-3.020833333,-1.204166667,-2.2,-3.6875,-1.458333333
1992-01-05,-0.920833333,0.270833333,-1.2375,0.470833333,-0.858333333,-2.241666667,0.791666667
1992-01-06,-0.2625,0.941666667,-1.916666667,0.145833333,-0.1875,-0.825,1.104166667
1992-01-07,-0.858333333,0.675,-1.8375,-0.05,-0.858333333,-0.475,0.7875
1992-01-08,-1.508333333,-0.729166667,-0.766666667,0.1625,-1.5375,-4.383333333,-0.441666667
1992-01-09,-1.191666667,0.6,0.683333333,0.045833333,-0.254166667,-2.7125,1.245833333
1992-01-10,-1.383333333,2.383333333,1.5625,-1.758333333,-0.345833333,-3.654166667,2.366666667
1992-01-11,-3.629166667,1.741666667,2.391666667,-2.708333333,-1.4625,-6.0625,1.366666667
1992-01-12,-4.4,0.033333333,2.1625,-2.583333333,-4.320833333,-4.441666667,-0.304166667
1992-01-13,-2.2125,-0.079166667,0.1625,-1.2125,-2.983333333,-2.783333333,-0.104166667
1992-01-14,-1.458333333,0.275,-0.5375,1.7375,-0.5625,-2.670833333,0.1125
1992-01-15,2.295833333,4.720833333,2.745833333,6.016666667,2.9625,0.9625,5.2875
1992-01-16,2.366666667,4.991666667,2.25,4.491666667,2.583333333,3.620833333,5.291666667
1992-01-17,1.725,4.95,2.004166667,4.704166667,3.2625,-0.433333333,5.416666667
1992-01-18,-0.445833333,1.516666667,0.383333333,1.291666667,-0.3125,-1.020833333,1.116666667
1992-01-19,-1.491666667,-0.058333333,-1.304166667,-0.529166667,-1.708333333,-2.670833333,-0.154166667
1992-01-20,-2.0375,-0.316666667,0.041666667,-3.654166667,-2.229166667,-6.225,-0.483333333
1992-01-21,-5.129166667,-2.033333333,0.7,-7.9,-6.658333333,-11.85833333,-2.291666667
1992-01-22,-5.2625,-3.154166667,-0.070833333,-7.208333333,-6.283333333,-7.933333333,-3.941666667
1992-01-23,-2.604166667,-0.604166667,1.15,-3.4125,-2.791666667,-5.708333333,-0.675
1992-01-24,-0.666666667,1.6125,2.466666667,-1.391666667,-0.879166667,-3.25,1.383333333
1992-01-25,0.7625,3.441666667,3.7125,1.058333333,0.058333333,-1.608333333,3.204166667
1992-01-26,0.508333333,2.308333333,2.25,0.958333333,0.0625,-2.1,2.016666667
1992-01-27,-1.808333333,0.816666667,1.079166667,-1.891666667,-2.433333333,-4.433333333,0.266666667
1992-01-28,-1.470833333,0.158333333,0.070833333,-1.45,-1.270833333,-1.495833333,0.0125
1992-01-29,2.595833333,2.558333333,2.041666667,4.7,1.8875,1.245833333,2.8375
1992-01-30,4.620833333,7.091666667,5.020833333,5.729166667,5.345833333,1.895833333,7.8625
1992-01-31,2.220833333,5.083333333,3.9,3.9875,3.070833333,-1.295833333,4.4625
1992-02-01,1.570833333,4.204166667,3.766666667,1.658333333,1.758333333,-2.633333333,3.55
1992-02-02,-1.979166667,2.2875,3.120833333,-0.904166667,-1.425,-3.345833333,1.620833333
1992-02-03,1.804166667,0.554166667,0.2,-0.104166667,0.920833333,-2.704166667,0.395833333
1992-02-04,3.779166667,2.5875,3.295833333,-1.025,1.245833333,-4.9875,2.575
1992-02-05,6.2625,4.716666667,7.1875,1.779166667,2.404166667,-2.5,4.845833333
1992-02-06,3.3125,6.5875,5.75,2.558333333,3.141666667,-1.379166667,7.041666667
1992-02-07,1.775,4.704166667,4.766666667,1.4625,1.1125,0.245833333,4.225
1992-02-08,2.4375,4.566666667,3.325,2.5,2.454166667,1.654166667,4.3
1992-02-09,1.325,3.3,3.204166667,1.3875,1.025,-0.275,3.233333333
1992-02-10,-1.741666667,-0.029166667,2.716666667,-1.675,-1.633333333,-5.716666667,-0.233333333
1992-02-11,-2.404166667,0.625,1.133333333,-3.216666667,-3.004166667,-6.008333333,-0.2875
1992-02-12,0.133333333,1.683333333,1.820833333,-0.525,-0.708333333,-0.191666667,1.283333333
1992-02-13,-0.508333333,1.5125,1.745833333,-0.25,-0.4625,-2.633333333,1.654166667
1992-02-14,0.183333333,4.154166667,5.7125,-0.7125,0.291666667,-4.4,4.125
1992-02-15,-0.558333333,2.245833333,3.195833333,-1.4,-0.895833333,-2.420833333,1.7375
1992-02-16,1.3875,3.454166667,4.283333333,-0.383333333,0.595833333,-1.825,2.833333333
1992-02-17,-2.945833333,1.404166667,4.379166667,-5.9375,-4.9125,-10.95833333,0.5875
1992-02-18,-5.925,-1.466666667,0.6,-8.679166667,-7.104166667,-13.69166667,-2.158333333
1992-02-19,-6.508333333,-3.266666667,-0.4125,-7.8,-6.9875,-10.44583333,-4.0875
1992-02-20,-6.358333333,-3.266666667,-1.55,-8.795833333,-6.75,-10.77916667,-4.125
1992-02-21,-4.0375,-0.395833333,0.941666667,-5.05,-3.891666667,-9.291666667,-0.745833333
1992-02-22,-0.825,3.3625,5.433333333,-1.9125,-0.45,-6.2,2.929166667
1992-02-23,0.679166667,4.0875,2.841666667,0.225,0.504166667,-2.479166667,3.166666667
1992-02-24,3.879166667,8.1375,7.85,4.695833333,3.733333333,1.229166667,7.508333333
1992-02-25,2.908333333,6.070833333,5.35,2.395833333,2.416666667,-0.241666667,5.4875
1992-02-26,3.2,6.404166667,7.3375,1.804166667,2.775,-1.125,5.854166667
1992-02-27,2.329166667,4.829166667,6.145833333,1.225,1.9125,-0.925,4.175
1992-02-28,3.075,5.229166667,6.291666667,1.529166667,2.4125,-0.3125,4.020833333
1992-02-29,3.445833333,7.15,6.866666667,2.466666667,2.891666667,0.104166667,6.175
1992-03-01,2.958333333,7.0625,7.295833333,2.0875,2.475,-0.633333333,6.158333333
1992-03-02,2.908333333,6.175,7.091666667,1.058333333,1.308333333,-2.029166667,5.095833333
1992-03-03,3.3125,6.391666667,7.608333333,2.175,2.441666667,-0.945833333,5.9
1992-03-04,5.833333333,7.725,7.758333333,5.491666667,5.508333333,3.654166667,7.129166667
1992-03-05,5.1375,7.316666667,7.170833333,4.470833333,4.370833333,2.216666667,6.891666667
1992-03-06,6.1,8.4125,8.5,5.191666667,4.983333333,2.341666667,7.304166667
1992-03-07,4.320833333,7.7,10.47916667,2.979166667,3.633333333,-1.2,7.8125
1992-03-08,3.1625,6.5125,9.875,0.0125,1.6625,-3.816666667,5.925
1992-03-09,3.670833333,5.4375,7.954166667,0.470833333,1.758333333,-2.541666667,4.258333333
1992-03-10,1.420833333,4.65,6.2375,-0.866666667,0.420833333,-3.141666667,3.433333333
1992-03-11,1.033333333,3.775,5.941666667,-1.35,0.020833333,-3.545833333,2.725
1992-03-12,0.8,3.779166667,6.2125,-1.708333333,-0.4,-4.225,2.416666667
1992-03-13,2.1,5.15,6.15,0.4625,0.304166667,-2.7625,4.208333333
1992-03-14,5.379166667,7.558333333,9.333333333,5.6875,4.104166667,0.0125,6.575
1992-03-15,7.054166667,8.645833333,11.1125,3.416666667,4.825,-0.345833333,8.133333333
1992-03-16,5.5375,7.7375,11.40833333,2.133333333,3.266666667,-3.1,7.775
1992-03-17,2.825,5.0375,7.816666667,-0.229166667,1.395833333,-3.145833333,4.333333333
1992-03-18,1.425,4.104166667,6.729166667,-1.2375,0.325,-3.491666667,3.2875
1992-03-19,4.216666667,5.7875,7.3125,2.029166667,2.5625,-1.633333333,4.8375
1992-03-20,6.483333333,9.579166667,9.670833333,5.083333333,4.7625,1.55,8.291666667
1992-03-21,8.020833333,9.7625,11.8125,5.675,6.745833333,2.491666667,8.825
1992-03-22,3.816666667,5.979166667,10.62083333,1.2875,2.375,-2.891666667,5.925
1992-03-23,3.308333333,5.758333333,9.175,0.583333333,1.766666667,-1.341666667,5.1375
1992-03-24,0.1125,5.1625,5.6125,-0.945833333,-0.104166667,-4.316666667,4.083333333
1992-03-25,-1.245833333,3.879166667,6.954166667,-2.95,-1.583333333,-6.6625,2.895833333
1992-03-26,-1.85,1.8625,5.270833333,-4.395833333,-2.945833333,-7.525,1.104166667
1992-03-27,-0.308333333,4.025,7.866666667,-2.058333333,-1.1625,-5.279166667,3.416666667
1992-03-28,-0.120833333,5.316666667,8.966666667,-2.029166667,-0.9125,-6.054166667,4.395833333
1992-03-29,0.633333333,4.604166667,6.6875,-1.75,-1.333333333,-6.333333333,3.770833333
1992-03-30,-0.314166667,3.416666667,5.175,-1.975,-0.895833333,-4.791666667,2.795833333
1992-03-31,-0.4875,3.958333333,4.545833333,-1.491666667,-0.1,-3.704166667,3.25
1992-04-01,-0.133333333,3.820833333,5.3,-2.054166667,-0.3,-4.425,2.554166667
1992-04-02,-0.0875,4.983333333,7.029166667,-1.279166667,0.35,-4.529166667,3.9
1992-04-03,0.395833333,4.816666667,5.666666667,0.766666667,-0.045833333,-2.745833333,4.466666667
1992-04-04,2.016666667,7.366666667,7.204166667,3.104166667,1.4,-0.4375,7.166666667
1992-04-05,1.0125,5.9375,7.845833333,0.579166667,0.875,-1.120833333,4.9
1992-04-06,1.879166667,5.5375,7.983333333,0.179166667,0.741666667,-1.095833333,4.604166667
1992-04-07,3.066666667,7.454166667,10.0375,1.7375,1.9,0.320833333,6.4875
1992-04-08,3.754166667,8.420833333,12.1625,2.0375,2.8125,-0.275,7.579166667
1992-04-09,4.375,7.783333333,11.24166667,0.979166667,2.925,-1.654166667,6.691666667
1992-04-10,5.366666667,8.454166667,12.19166667,4.1,4.4125,0.025,7.5
1992-04-11,5.091666667,7.966666667,11.03333333,3.816666667,4.258333333,-0.1375,7.079166667
1992-04-12,6.008333333,9.433333333,11.5875,3.7625,4.316666667,0.266666667,8.258333333
1992-04-13,3.458333333,8.345833333,9.979166667,2.383333333,2.2125,-1.1625,7.1
1992-04-14,4.245833333,8.045833333,11.61666667,2.733333333,2.81875,-1.529166667,7.033333333
1992-04-15,1.329166667,4.7,7.208333333,-0.404166667,1.216666667,-3.2125,3.970833333
1992-04-16,-1.045833333,1.716666667,6.304166667,-3.595833333,-1.691666667,-4.8375,1.425
1992-04-17,0.6125,5.145833333,9.875,-0.754166667,-0.391666667,-5.191666667,4.9375
1992-04-18,4.254166667,6.325,11.10416667,1.533333333,3.2125,-3.7625,5.95
1992-04-19,9.704166667,11.32083333,14.35833333,7.004166667,7.154166667,2.529166667,10.825
1992-04-20,8.508333333,12.54166667,15.99583333,6.708333333,6.8625,1.654166667,12.12083333
1992-04-21,6.333333333,9.545833333,12.90416667,3.329166667,4.366666667,-0.7,8.304166667
1992-04-22,7.866666667,10.30416667,13.55416667,4.141666667,5.7125,2,9.533333333
1992-04-23,6.970833333,10.89166667,13.47916667,4.175,5.55,1.341666667,9.5
1992-04-24,9.091666667,12.35,15.32916667,6.125,7.925,3.2625,11.35
1992-04-25,10.9375,14.35,18.38333333,8.820833333,10.45416667,5.933333333,13.82083333
1992-04-26,12.41666667,15.72916667,19.5125,10.48333333,11.94583333,7.2125,14.92916667
1992-04-27,11.05,15.55,17.90416667,9.416666667,10.37916667,6.616666667,14.87083333
1992-04-28,9.333333333,15.22916667,15.95,8.1875,9.2625,3.891666667,14.22916667
1992-04-29,2.554166667,9.229166667,9.9125,2.608333333,2.266666667,-0.691666667,8.3125
1992-04-30,5.0375,8.854166667,12.89583333,2.966666667,3.5375,-0.370833333,8.791666667
1992-05-01,8.875,11.23333333,14.1,5.408333333,6.795833333,2.379166667,10.15416667
1992-05-02,8.095833333,10.86666667,14.20833333,4.908333333,6.5625,1.170833333,9.854166667
1992-05-03,9.8625,13.73333333,17.7625,8.170833333,9.191666667,5.154166667,12.77916667
1992-05-04,9.695833333,13.8375,16.90416667,7.5,8.75,3.683333333,12.92916667
1992-05-05,9.045833333,13.725,17.9625,8.066666667,8.633333333,5.070833333,12.87083333
1992-05-06,10.26666667,15.05833333,19.17083333,9.304166667,9.6125,4.229166667,14.01666667
1992-05-07,10.89166667,15.5875,18.69583333,8.691666667,9.683333333,5.475,14.36666667
1992-05-08,12.07083333,15.90416667,19.19166667,10.13333333,10.825,6.5125,14.74583333
1992-05-09,12.59583333,17.06666667,19.69166667,10.49166667,10.75416667,6.420833333,16.08333333
1992-05-10,13.54166667,16.49166667,20.26666667,10.675,11.59166667,6.6875,15.42916667
1992-05-11,10.07083333,16.12083333,19.72083333,10.0125,9.5875,4.833333333,15.40833333
1992-05-12,10.12083333,14.85833333,18.33333333,9.020833333,9.079166667,4.733333333,14.27916667
1992-05-13,13.19166667,16.7875,20.25,11.14166667,12.22916667,8.858333333,15.79166667
1992-05-14,14.79166667,18.74583333,21.72916667,12.10833333,13.9125,9.104166667,17.52083333
1992-05-15,15.27916667,18.7875,22.50833333,12.15,14.15416667,8.170833333,17.98333333
1992-05-16,14.94166667,19.0375,22.78333333,13.53333333,14.90416667,10.6375,17.9
1992-05-17,14.51666667,18.59166667,22.675,14.39583333,14.83333333,10.1125,18.44583333
1992-05-18,13.84166667,17.15416667,22.65833333,12.2625,13.54583333,8.125,17.38333333
1992-05-19,10.37083333,12.475,18.27916667,6.116666667,9.1,2.979166667,11.6125
1992-05-20,5.525,9.004166667,13.5875,2.933333333,5.258333333,0.054166667,8.329166667
1992-05-21,6.995833333,10.15833333,15.03333333,4.241666667,5.7125,0.6625,9.316666667
1992-05-22,8.966666667,10.14583333,15.65,5.545833333,8.283333333,3.25,9.958333333
1992-05-23,8.025,11.625,15.55,5.783333333,7.75,3.304166667,10.275
1992-05-24,10.27916667,13.24583333,18.08333333,7.6625,8.554166667,4.529166667,12.225
1992-05-25,11.96666667,15.675,19.10833333,9.45,11.05833333,7.370833333,14.2625
1992-05-26,11.60833333,15.45416667,18.69166667,9.654166667,11.34583333,6.566666667,14.02916667
1992-05-27,10.44166667,15.01666667,18.0625,8.520833333,9.6125,5.5875,13.59583333
1992-05-28,11.82916667,15.5,19.15833333,9.525,10.69583333,5.658333333,14.8
1992-05-29,12.33333333,15.33333333,18.98333333,9.6125,10.99166667,6.2125,14.05833333
1992-05-30,12.7375,16.51666667,19.91666667,9.979166667,11.875,6.433333333,15.9125
1992-05-31,11.87083333,15.875,18.59583333,9.775,11.325,6.5,14.625
1992-06-01,13.075,17.00833333,20.47916667,10.3375,12.06666667,7.154166667,16.05416667
1992-06-02,11.6875,16.80833333,19.84583333,10.99166667,12.2125,8.308333333,16.18333333
1992-06-03,11.65833333,15.57083333,19.02083333,9.8625,11.09583333,6.941666667,14.65
1992-06-04,10.8525,14.33166667,18.74583333,8.770833333,10.32916667,6.55,13.36666667
1992-06-05,8.233333333,12.43333333,15.77083333,6.620833333,7.854166667,3.454166667,10.77083333
1992-06-06,6.441666667,10.8625,14.3875,4.666666667,5.470833333,2.170833333,9.633333333
1992-06-07,7.8125,10.64583333,15.24166667,5,6.975,2.233333333,9.854166667
1992-06-08,8.270833333,11.86666667,16.15416667,5.441666667,8.025,3.3625,11
1992-06-09,10.26666667,14.8625,19.2625,8.645833333,10.25416667,5.366666667,13.20416667
1992-06-10,10.80416667,12.725,17.875,8.116666667,10.0375,5.0625,11.99166667
1992-06-11,10.22916667,11.81666667,18.34166667,7.345833333,8.9125,4.529166667,11.42083333
1992-06-12,11.35833333,13.73333333,18.29583333,9.658333333,10.9375,6.3,12.89166667
1992-06-13,12.47083333,15.2,19.27083333,10.44583333,11.83333333,6.858333333,13.7625
1992-06-14,13.775,17.65416667,21.67083333,13.75833333,13.56666667,9.3375,16.05833333
1992-06-15,14.65833333,18.2,21.74583333,12.1875,13.84583333,9.154166667,16.52916667
1992-06-16,14.38333333,17.31666667,21.75,11.7375,13.66666667,8.833333333,16.475
1992-06-17,14.23333333,16.37083333,21.60416667,12.90833333,14.52083333,9.879166667,16.1875
1992-06-18,13.15833333,16.175,21.0875,11.80416667,12.95833333,7.679166667,14.81666667
1992-06-19,7.433333333,11.44583333,13.64583333,6.891666667,7.404166667,5.4,10.82916667
1992-06-20,11.6875,14.93333333,18.19166667,9.5125,11.36666667,6.833333333,13.20416667
1992-06-21,12.8625,16.32083333,19.9125,10.65833333,11.83333333,8.375,14.97916667
1992-06-22,13.03333333,16.03333333,18.77083333,11.2125,12.125,10.25,14.92083333
1992-06-23,11.575,14.66666667,17.9375,9.645833333,11.32083333,7.125,13.45833333
1992-06-24,11.43333333,15.91666667,20.075,9.9875,11.95416667,7.794583333,14.15416667
1992-06-25,12.80833333,15.00416667,19.8375,9.704166667,11.83333333,7.186666667,14.01666667
1992-06-26,12.125,15.37916667,19.50416667,11.05,13.20833333,7.9375,14.96666667
1992-06-27,13.72916667,17.8875,21.33333333,10.91666667,12.95833333,7.370833333,16.64583333
1992-06-28,14.05,16.8375,21.7375,10.58333333,12.83333333,6.666666667,16.01666667
1992-06-29,14.65,18.14166667,21.925,11.04583333,13.16666667,7.795833333,16.5375
1992-06-30,14.74583333,18.70833333,22.12083333,12.06666667,13.8375,9.5625,17.10416667
1992-07-01,13.91666667,16.82083333,21.4625,11.45833333,13.15,8.766666667,15.90833333
1992-07-02,13.52916667,15.99583333,19.04166667,10.28333333,12.94166667,8.0875,14.72916667
1992-07-03,14.14166667,18.30416667,21.58333333,13.04583333,14.25,9.204166667,16.87916667
1992-07-04,12.24583333,17.77083333,20.4375,11.22083333,12.92916667,8.379166667,16.69583333
1992-07-05,9.6375,11.91666667,15.78333333,7.041666667,8.95,4.833333333,11.05416667
1992-07-06,10.55,13.425,18.24583333,8.2625,9.925,5.254166667,12.75833333
1992-07-07,12.12083333,16.86666667,20.65833333,9.966666667,12.1125,6.4125,15.2
1992-07-08,11.70416667,15.85833333,19.83333333,10.04583333,12.12916667,7.295833333,14.475
1992-07-09,11.70833333,16.41666667,19.6,10.35,12.15833333,7.508333333,14.93333333
1992-07-10,12.39583333,16.57083333,19.9375,10.44166667,12.1,7.1625,15.55
1992-07-11,9.4625,12.4,15.5,7.966666667,9.341666667,5.320833333,12.00833333
1992-07-12,10.62916667,16.37916667,18.725,11.15,10.825,7.633333333,14.72083333
1992-07-13,12.79583333,17.62083333,21.475,12.10416667,12.44166667,9.591666667,16.625
1992-07-14,14.59583333,18.85416667,21.6,12.625,13.93333333,10.7875,17.62083333
1992-07-15,16.8,20.92083333,24.19583333,15.14583333,16.825,13.42083333,19.5125
1992-07-16,15.40833333,18.9875,21.51666667,12.85,14.9875,10.56666667,17.45
1992-07-17,15.6,19.09583333,22.70416667,14.31666667,14.80833333,11.65,17.58333333
1992-07-18,17.15416667,21.03333333,24.24166667,15.3625,17.06666667,14.19166667,19.83333333
1992-07-19,18.55833333,22.77083333,26.78333333,17.37916667,18.40416667,14.29583333,21.7
1992-07-20,20.10416667,22.3625,26.49166667,16.125,18.84583333,14.7,21.37083333
1992-07-21,19.62916667,21.70416667,25.82916667,15.875,18.49166667,14.70416667,20.64583333
1992-07-22,16.11666667,21.55,24.225,15.0625,16.15833333,13.375,20.75833333
1992-07-23,16.98333333,21.63333333,25.28333333,15.62916667,16.25,12.6625,20.88333333
1992-07-24,17.81666667,22.87916667,26.04583333,15.95,18.2375,14.08333333,21.275
1992-07-25,17.425,22.8625,26.19583333,16,17.64166667,12.54166667,21.4
1992-07-26,18.39166667,23.56666667,26.97083333,16.56666667,18.31666667,13.85,21.84583333
1992-07-27,19.92916667,24.16666667,27.55833333,17.82083333,19.44583333,15.22916667,23.04583333
1992-07-28,19.16666667,23.15,28.10833333,17.35833333,19.3375,13.91666667,22.475
1992-07-29,18.60833333,22.61666667,26.0125,15.475,17.41666667,13.2125,21.77916667
1992-07-30,18.475,22.9125,25.5875,16.625,18.29166667,14.45,21.15416667
1992-07-31,19.38333333,24.01666667,27.39583333,17.2125,19.61666667,15.51666667,22.53333333
1992-08-01,17.64166667,23.3,23.94166667,16.15,16.52916667,14.33333333,21.79166667
1992-08-02,17.84583333,22.8375,25.68333333,17.0625,17.02916667,14.83333333,21.09166667
1992-08-03,18.65,24.1375,27.37916667,17.49583333,18.675,15.4375,23.05416667
1992-08-04,17.24583333,22.5,24.79166667,16.78333333,16.3125,14.17916667,21.70833333
1992-08-05,18.4125,23.19166667,26.17083333,16.56666667,17.74583333,13.8625,22.325
1992-08-06,20.20416667,24.4875,27.42083333,18.2875,19.82083333,16.19583333,23.20833333
1992-08-07,20.9,24.79583333,27.95833333,18.43333333,20.325,16.80416667,23.95
1992-08-08,20.08333333,25.19583333,27.4625,18.29583333,19.5125,16.325,23.6375
1992-08-09,19.44166667,24.25833333,27.04166667,17.4625,19.175,15.7125,23.46666667
1992-08-10,13.75416667,19.35833333,21.41666667,13.4375,14.35833333,11.375,18.24166667
1992-08-11,14.0625,18.56666667,22.13333333,12.625,13.50833333,9.8875,17.24166667
1992-08-12,15.275,19.79166667,23.20833333,13.325,15.05416667,10.5125,18.50833333
1992-08-13,15.82916667,20.45416667,23.66666667,13.3375,15.22916667,11.09166667,19.20833333
1992-08-14,15.93333333,20.825,23.75,13.94166667,15.65833333,10.525,19.75416667
1992-08-15,14.64583333,17.3875,21.67916667,12.26666667,14.35,8.529166667,17.15833333
1992-08-16,15.5375,19.8,22.60416667,12.72916667,14.84166667,10.69583333,18.5375
1992-08-17,17.18333333,21.425,24.175,15.08333333,16.64583333,13.35,20.3125
1992-08-18,19.2875,22.72083333,25.80416667,17.25833333,18.88333333,15.75833333,21.72083333
1992-08-19,20.13333333,24.73333333,26.69583333,18.97083333,20.22083333,16.75416667,23.5125
1992-08-20,20.29166667,24.775,26.84583333,18.81666667,20.4875,16.39166667,24.10416667
1992-08-21,19.325,23.8375,25.75416667,17.4,19.08333333,14.89583333,22.72916667
1992-08-22,17.47083333,22.5375,24.99166667,15.625,17.08333333,12.2625,21.44166667
1992-08-23,15.4875,20.63333333,23.1375,13.42083333,15.175,11.70833333,19.09166667
1992-08-24,17.45416667,21.3,24.64583333,15.40833333,17.05833333,12.30833333,20.525
1992-08-25,17.84166667,22.92083333,26.125,16.42083333,18.175,13.60833333,21.35833333
1992-08-26,18.8375,23.10416667,26.44166667,16.83333333,17.45416667,14.22916667,21.94583333
1992-08-27,18.3625,22.4875,25.34166667,16.725,16.575,14.55416667,21.3375
1992-08-28,18.70833333,23.1875,26.48333333,16.44166667,17.94583333,13.90416667,21.675
1992-08-29,15.64583333,23.24166667,24.53333333,16.0875,16.12916667,12.34583333,22.06666667
1992-08-30,12.535,17.0375,20.4375,11.02916667,12.825,8.120833333,15.8
1992-08-31,12.39166667,17.35,20.00833333,10.9,12.75416667,8.004166667,15.97083333
1992-09-01,9.266666667,14.65416667,16.25833333,7.529166667,8.475,4.241666667,14.025
1992-09-02,9.375,13.94166667,16.14583333,8.583333333,9.020833333,5.075,13.2625
1992-09-03,12.21666667,16.03333333,18.99583333,10.075,12.07083333,9.0625,15.15
1992-09-04,10.11666667,14.35,16.08333333,7.241666667,8.329166667,3.616666667,12.87083333
1992-09-05,8.1,11.66666667,13.62083333,5.2125,5.541666667,0.9875,11.02083333
1992-09-06,6.208333333,11.225,14.62083333,5.25,6.629166667,2.925,11.04166667
1992-09-07,9.15,13.25833333,14.59166667,7.7875,8.970833333,8.3375,12.05833333
1992-09-08,11.76666667,15.2375,17.74583333,9.3,11.24583333,8.408333333,14.35
1992-09-09,12.25,16.27083333,18.59166667,9.633333333,11.6125,7.695833333,15.11666667
1992-09-10,10.70833333,15.225,16.675,9.570833333,10.9875,7.325,14.32083333
1992-09-11,12.23333333,16.42083333,19.4875,10.47083333,12.45833333,8.733333333,15.59583333
